,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
4257,-1.40393,54.903622,10,15,24,121,6,5239,30,0,2,6
4258,-1.40393,54.903622,11,0,5,902,6,5239,30,0,2,6
4259,-1.40393,54.903622,11,11,1,886,6,5239,30,0,2,6
4260,0.951896,52.054531,11,13,18,410,3,1071,60,1,4,3
4261,0.951896,52.054531,11,5,20,317,3,1071,60,0,4,3
4262,0.951896,52.054531,11,8,25,83,3,1071,60,0,4,3
4263,0.951896,52.054531,10,4,26,888,3,1071,60,0,4,3
4264,-1.129515,53.521318,6,20,15,211,6,0,30,1,1,1
4265,-1.129515,53.521318,6,2,11,311,6,0,30,0,1,1
4266,-1.129515,53.521318,6,19,16,773,6,0,30,0,1,1
4267,-1.129515,53.521318,7,11,28,704,6,0,30,0,1,1
4268,0.032467,51.539893,6,21,27,17,4,167,30,1,1,3
4269,0.032467,51.539893,9,12,3,532,4,167,30,0,1,3
4270,0.032467,51.539893,1,21,17,168,4,167,30,0,1,3
4271,0.032467,51.539893,6,9,19,757,4,167,30,0,1,3
4272,-1.036242,50.899637,6,12,17,495,6,0,30,1,1,3
4273,-1.036242,50.899637,11,20,12,754,6,0,30,0,1,3
4274,-1.036242,50.899637,11,6,11,796,6,0,30,0,1,3
4275,-1.036242,50.899637,2,14,3,64,6,0,30,0,1,3
4276,0.008596,53.371576,4,17,15,351,6,0,30,1,1,3
4277,0.008596,53.371576,1,13,6,168,6,0,30,0,1,3
4278,0.008596,53.371576,7,4,19,536,6,0,30,0,1,3
4279,0.008596,53.371576,7,11,25,521,6,0,30,0,1,3
4280,-1.011873,54.557188,1,12,14,241,3,173,60,1,1,0
4281,-1.011873,54.557188,3,10,3,55,3,173,60,0,1,0
4282,-1.011873,54.557188,7,15,17,582,3,173,60,0,1,0
4283,-1.011873,54.557188,11,1,15,83,3,173,60,0,1,0
4284,-2.180828,53.094472,4,8,16,256,3,527,30,1,1,3
4285,-2.180828,53.094472,9,17,16,897,3,527,30,0,1,3
4286,-2.180828,53.094472,11,5,26,140,3,527,30,0,1,3
4287,-2.180828,53.094472,2,12,14,314,3,527,30,0,1,3
4288,-1.397768,50.907312,4,15,30,500,6,0,30,1,1,3
4289,-1.397768,50.907312,7,20,9,820,6,0,30,0,1,3
4290,-1.397768,50.907312,5,2,20,786,6,0,30,0,1,3
4291,-1.397768,50.907312,9,23,6,938,6,0,30,0,1,3
4292,-0.000113,52.762916,5,11,30,354,4,1168,60,1,1,6
4293,-0.000113,52.762916,5,12,1,289,4,1168,60,0,1,6
4294,-0.000113,52.762916,9,5,13,138,4,1168,60,0,1,6
4295,-0.000113,52.762916,8,23,21,51,4,1168,60,0,1,6
4296,-0.775775,51.220057,10,10,23,517,3,31,70,1,1,3
4297,-0.775775,51.220057,1,18,25,924,3,31,70,0,1,3
4298,-0.775775,51.220057,3,10,22,460,3,31,70,0,1,3
4299,-0.775775,51.220057,5,4,10,733,3,31,70,0,1,3
4300,-0.111986,51.443298,12,10,27,9,6,0,30,1,1,0
4301,-0.111986,51.443298,7,21,23,939,6,0,30,0,1,0
4302,-0.111986,51.443298,5,16,9,171,6,0,30,0,1,0
4303,-0.111986,51.443298,2,6,24,320,6,0,30,0,1,0
4304,-1.325342,53.100187,12,7,14,321,3,38,70,1,1,1
4305,-1.325342,53.100187,6,11,5,660,3,38,70,0,1,1
4306,-1.325342,53.100187,1,14,9,130,3,38,70,0,1,1
4307,-1.325342,53.100187,2,10,27,145,3,38,70,0,1,1
4308,-0.740959,52.060479,8,13,20,479,5,144,60,1,1,0
4309,-0.740959,52.060479,5,2,21,285,5,144,60,0,1,0
4310,-0.740959,52.060479,10,4,24,856,5,144,60,0,1,0
4311,-0.740959,52.060479,8,17,9,173,5,144,60,0,1,0
4312,-2.394584,53.835175,9,14,26,80,3,59,70,1,1,0
4313,-2.394584,53.835175,6,12,3,310,3,59,70,0,1,0
4314,-2.394584,53.835175,5,18,12,932,3,59,70,0,1,0
4315,-2.394584,53.835175,9,19,13,699,3,59,70,0,1,0
4316,-1.824025,51.551895,8,4,16,633,6,0,30,1,1,0
4317,-1.824025,51.551895,12,9,26,66,6,0,30,0,1,0
4318,-1.824025,51.551895,9,13,26,366,6,0,30,0,1,0
4319,-1.824025,51.551895,11,20,15,904,6,0,30,0,1,0
4320,-0.736171,52.006327,10,5,26,479,6,1014,30,1,1,0
4321,-0.736171,52.006327,9,20,7,201,6,1014,30,0,1,0
4322,-0.736171,52.006327,11,17,15,467,6,1014,30,0,1,0
4323,-0.736171,52.006327,8,5,2,849,6,1014,30,0,1,0
4324,-2.376385,53.771329,3,23,31,75,1,65,70,1,8,0
4325,-2.376385,53.771329,3,0,8,95,1,65,70,0,8,0
4326,-2.376385,53.771329,4,12,3,825,1,65,70,0,8,0
4327,-2.376385,53.771329,11,13,9,685,1,65,70,0,8,0
4328,-0.45508,51.432639,10,8,22,40,4,377,30,1,1,1
4329,-0.45508,51.432639,11,16,21,931,4,377,30,0,1,1
4330,-0.45508,51.432639,1,17,19,541,4,377,30,0,1,1
4331,-0.45508,51.432639,2,13,13,858,4,377,30,0,1,1
4332,-2.456575,50.687472,1,17,15,645,3,354,60,1,4,0
4333,-2.456575,50.687472,8,3,10,460,3,354,60,0,4,0
4334,-2.456575,50.687472,9,13,14,475,3,354,60,0,4,0
4335,-2.456575,50.687472,5,4,23,415,3,354,60,0,4,0
4336,-1.111138,53.527331,7,8,31,211,6,0,30,1,1,0
4337,-1.111138,53.527331,11,7,1,445,6,0,30,0,1,0
4338,-1.111138,53.527331,3,16,18,614,6,0,30,0,1,0
4339,-1.111138,53.527331,4,13,23,166,6,0,30,0,1,0
4340,-3.938265,56.127637,9,10,24,939,3,9,30,1,2,1
4341,-3.938265,56.127637,9,7,19,624,3,9,30,0,2,1
4342,-3.938265,56.127637,4,15,5,840,3,9,30,0,2,1
4343,-3.938265,56.127637,6,20,3,893,3,9,30,0,2,1
4344,-1.867251,52.542701,2,16,21,300,3,453,40,1,1,3
4345,-1.867251,52.542701,3,20,14,870,3,453,40,0,1,3
4346,-1.867251,52.542701,7,21,16,718,3,453,40,0,1,3
4347,-1.867251,52.542701,7,14,23,135,3,453,40,0,1,3
4348,1.408755,51.344154,7,15,14,541,3,254,30,1,1,0
4349,1.408755,51.344154,9,8,9,485,3,254,30,0,1,0
4350,1.408755,51.344154,6,5,2,651,3,254,30,0,1,0
4351,1.408755,51.344154,1,0,26,281,3,254,30,0,1,0
4352,-2.351451,53.291756,11,12,16,129,3,537,50,1,1,9
4353,-2.351451,53.291756,12,15,16,431,3,537,50,0,1,9
4354,-2.351451,53.291756,11,8,28,557,3,537,50,0,1,9
4355,-2.351451,53.291756,8,5,8,302,3,537,50,0,1,9
4356,-1.692186,55.167448,10,16,14,139,6,6110,30,1,1,3
4357,-1.692186,55.167448,7,14,8,453,6,6110,30,0,1,3
4358,-1.692186,55.167448,1,0,8,153,6,6110,30,0,1,3
4359,-1.692186,55.167448,4,16,11,819,6,6110,30,0,1,3
4360,-1.424924,53.259546,8,15,27,322,4,6050,30,1,1,2
4361,-1.424924,53.259546,3,8,3,807,4,6050,30,0,1,2
4362,-1.424924,53.259546,6,12,5,845,4,6050,30,0,1,2
4363,-1.424924,53.259546,1,23,9,233,4,6050,30,0,1,2
4364,-4.680462,55.655476,5,8,23,931,6,0,30,1,1,3
4365,-4.680462,55.655476,12,7,21,404,6,0,30,0,1,3
4366,-4.680462,55.655476,4,19,13,305,6,0,30,0,1,3
4367,-4.680462,55.655476,2,9,10,272,6,0,30,0,1,3
4368,-0.198724,51.498978,8,11,17,12,3,315,30,1,1,3
4369,-0.198724,51.498978,4,7,11,305,3,315,30,0,1,3
4370,-0.198724,51.498978,8,1,27,719,3,315,30,0,1,3
4371,-0.198724,51.498978,12,15,24,201,3,315,30,0,1,3
4372,0.342978,51.718403,4,17,23,454,3,414,60,1,1,3
4373,0.342978,51.718403,6,23,16,663,3,414,60,0,1,3
4374,0.342978,51.718403,2,23,21,857,3,414,60,0,1,3
4375,0.342978,51.718403,8,0,15,690,3,414,60,0,1,3
4376,-0.699968,51.918232,3,14,20,476,3,4146,70,1,1,0
4377,-0.699968,51.918232,10,7,5,265,3,4146,70,0,1,0
4378,-0.699968,51.918232,5,17,23,865,3,4146,70,0,1,0
4379,-0.699968,51.918232,1,12,21,21,3,4146,70,0,1,0
4380,-3.647783,55.06455,10,9,21,917,3,75,60,1,1,0
4381,-3.647783,55.06455,5,3,18,176,3,75,60,0,1,0
4382,-3.647783,55.06455,12,19,1,299,3,75,60,0,1,0
4383,-3.647783,55.06455,5,7,19,366,3,75,60,0,1,0
4384,-0.994633,53.156932,6,16,29,345,6,0,60,1,1,3
4385,-0.994633,53.156932,4,17,26,182,6,0,60,0,1,3
4386,-0.994633,53.156932,10,4,12,223,6,0,60,0,1,3
4387,-0.994633,53.156932,3,6,16,18,6,0,60,0,1,3
4388,-0.116162,51.502627,11,0,15,9,3,3200,30,1,1,3
4389,-0.116162,51.502627,9,23,10,559,3,3200,30,0,1,3
4390,-0.116162,51.502627,4,2,3,820,3,3200,30,0,1,3
4391,-0.116162,51.502627,12,13,2,808,3,3200,30,0,1,3
4392,-2.982803,53.636946,4,17,15,93,3,570,30,1,1,0
4393,-2.982803,53.636946,7,16,27,924,3,570,30,0,1,0
4394,-2.982803,53.636946,3,5,27,354,3,570,30,0,1,0
4395,-2.982803,53.636946,5,23,12,394,3,570,30,0,1,0
4396,-0.963161,53.053428,6,17,18,345,3,612,60,1,1,0
4397,-0.963161,53.053428,6,13,22,637,3,612,60,0,1,0
4398,-0.963161,53.053428,10,18,9,516,3,612,60,0,1,0
4399,-0.963161,53.053428,2,7,12,773,3,612,60,0,1,0
4400,-0.140957,51.527122,12,20,14,2,6,0,30,1,1,6
4401,-0.140957,51.527122,4,17,19,319,6,0,30,0,1,6
4402,-0.140957,51.527122,3,20,20,897,6,0,30,0,1,6
4403,-0.140957,51.527122,6,4,15,347,6,0,30,0,1,6
4404,-0.615296,51.513052,3,8,23,473,3,4,40,1,1,3
4405,-0.615296,51.513052,9,3,22,821,3,4,40,0,1,3
4406,-0.615296,51.513052,1,4,20,65,3,4,40,0,1,3
4407,-0.615296,51.513052,7,0,18,882,3,4,40,0,1,3
4408,-0.586914,51.539321,9,14,28,477,4,416,40,1,1,3
4409,-0.586914,51.539321,12,4,21,768,4,416,40,0,1,3
4410,-0.586914,51.539321,9,20,26,756,4,416,40,0,1,3
4411,-0.586914,51.539321,4,3,27,477,4,416,40,0,1,3
4412,-0.210425,51.59007,8,11,17,30,3,1,40,1,1,3
4413,-0.210425,51.59007,6,19,15,27,3,1,40,0,1,3
4414,-0.210425,51.59007,4,9,21,315,3,1,40,0,1,3
4415,-0.210425,51.59007,4,0,28,861,3,1,40,0,1,3
4416,-0.361463,51.593085,4,15,17,29,5,0,30,1,1,3
4417,-0.361463,51.593085,3,4,17,401,5,0,30,0,1,3
4418,-0.361463,51.593085,5,7,1,226,5,0,30,0,1,3
4419,-0.361463,51.593085,7,23,18,734,5,0,30,0,1,3
4420,-1.546278,53.814098,1,7,29,204,6,0,30,1,1,3
4421,-1.546278,53.814098,8,16,9,492,6,0,30,0,1,3
4422,-1.546278,53.814098,11,1,12,77,6,0,30,0,1,3
4423,-1.546278,53.814098,1,3,10,115,6,0,30,0,1,3
4424,-3.046436,53.821372,12,13,19,71,6,0,30,1,1,0
4425,-3.046436,53.821372,12,16,12,409,6,0,30,0,1,0
4426,-3.046436,53.821372,12,9,3,250,6,0,30,0,1,0
4427,-3.046436,53.821372,11,23,5,485,6,0,30,0,1,0
4428,-0.000883,51.334711,7,16,27,20,6,0,30,1,1,3
4429,-0.000883,51.334711,11,7,26,888,6,0,30,0,1,3
4430,-0.000883,51.334711,2,18,15,657,6,0,30,0,1,3
4431,-0.000883,51.334711,8,13,14,461,6,0,30,0,1,3
4432,-0.879357,52.28047,5,12,28,381,5,122,60,1,1,3
4433,-0.879357,52.28047,4,8,11,728,5,122,60,0,1,3
4434,-0.879357,52.28047,2,10,9,143,5,122,60,0,1,3
4435,-0.879357,52.28047,1,11,26,113,5,122,60,0,1,3
4436,-1.338709,54.772269,7,5,25,169,6,0,30,1,1,0
4437,-1.338709,54.772269,6,17,13,464,6,0,30,0,1,0
4438,-1.338709,54.772269,5,19,28,553,6,0,30,0,1,0
4439,-1.338709,54.772269,2,2,28,711,6,0,30,0,1,0
4440,-0.42445,51.086413,8,11,24,562,3,281,60,1,2,0
4441,-0.42445,51.086413,7,15,14,34,3,281,60,0,2,0
4442,-0.42445,51.086413,2,0,17,171,3,281,60,0,2,0
4443,-0.42445,51.086413,8,9,22,431,3,281,60,0,2,0
4444,0.152827,52.645483,4,15,15,392,3,47,60,1,1,0
4445,0.152827,52.645483,7,9,1,430,3,47,60,0,1,0
4446,0.152827,52.645483,3,15,10,632,3,47,60,0,1,0
4447,0.152827,52.645483,4,12,11,653,3,47,60,0,1,0
4448,-1.872476,52.520501,7,8,17,300,6,0,30,1,9,0
4449,-1.872476,52.520501,7,2,12,917,6,0,30,0,9,0
4450,-1.872476,52.520501,9,22,9,67,6,0,30,0,9,0
4451,-1.872476,52.520501,10,9,27,717,6,0,30,0,9,0
4452,-0.27483,51.543825,6,6,17,28,6,0,30,1,1,3
4453,-0.27483,51.543825,9,0,22,777,6,0,30,0,1,3
4454,-0.27483,51.543825,12,9,10,764,6,0,30,0,1,3
4455,-0.27483,51.543825,8,12,5,887,6,0,30,0,1,3
4456,-1.848422,51.078288,1,17,26,635,3,3094,60,1,1,3
4457,-1.848422,51.078288,9,17,1,230,3,3094,60,0,1,3
4458,-1.848422,51.078288,3,14,9,363,3,3094,60,0,1,3
4459,-1.848422,51.078288,8,9,25,274,3,3094,60,0,1,3
4460,-1.916747,52.489525,2,19,22,300,3,4540,30,1,8,3
4461,-1.916747,52.489525,3,4,18,333,3,4540,30,0,8,3
4462,-1.916747,52.489525,1,3,17,845,3,4540,30,0,8,3
4463,-1.916747,52.489525,9,20,8,885,3,4540,30,0,8,3
4464,-1.547034,53.598465,2,16,18,210,1,1,70,1,1,5
4465,-1.547034,53.598465,1,0,6,489,1,1,70,0,1,5
4466,-1.547034,53.598465,2,23,20,581,1,1,70,0,1,5
4467,-1.547034,53.598465,8,0,15,35,1,1,70,0,1,5
4468,-1.406135,50.943846,4,9,19,500,3,33,40,1,1,3
4469,-1.406135,50.943846,11,0,26,26,3,33,40,0,1,3
4470,-1.406135,50.943846,9,2,14,107,3,33,40,0,1,3
4471,-1.406135,50.943846,5,15,4,668,3,33,40,0,1,3
4472,-1.35243,51.366011,6,12,29,490,3,343,50,1,1,3
4473,-1.35243,51.366011,11,18,23,750,3,343,50,0,1,3
4474,-1.35243,51.366011,12,5,26,431,3,343,50,0,1,3
4475,-1.35243,51.366011,4,15,9,811,3,343,50,0,1,3
4476,-3.178505,51.484223,10,17,26,741,3,4161,30,1,2,9
4477,-3.178505,51.484223,9,3,17,123,3,4161,30,0,2,9
4478,-3.178505,51.484223,4,6,6,391,3,4161,30,0,2,9
4479,-3.178505,51.484223,4,0,16,853,3,4161,30,0,2,9
4480,-1.636014,54.981569,4,17,22,147,3,189,40,1,1,6
4481,-1.636014,54.981569,2,19,16,512,3,189,40,0,1,6
4482,-1.636014,54.981569,3,11,12,150,3,189,40,0,1,6
4483,-1.636014,54.981569,3,3,11,854,3,189,40,0,1,6
4484,-1.334546,51.248899,7,9,29,490,6,0,60,1,1,6
4485,-1.334546,51.248899,10,21,17,901,6,0,60,0,1,6
4486,-1.334546,51.248899,1,1,26,414,6,0,60,0,1,6
4487,-1.334546,51.248899,6,0,1,297,6,0,60,0,1,6
4488,-3.186972,55.948001,3,13,26,923,6,0,30,1,1,3
4489,-3.186972,55.948001,8,23,27,153,6,0,30,0,1,3
4490,-3.186972,55.948001,9,7,1,849,6,0,30,0,1,3
4491,-3.186972,55.948001,8,20,24,377,6,0,30,0,1,3
4492,-1.893379,53.259176,1,15,21,325,6,0,20,1,3,3
4493,-1.893379,53.259176,10,6,7,830,6,0,20,0,3,3
4494,-1.893379,53.259176,9,6,16,275,6,0,20,0,3,3
4495,-1.893379,53.259176,9,12,11,769,6,0,20,0,3,3
4496,-1.918954,51.544401,12,9,21,635,5,122,60,1,1,0
4497,-1.918954,51.544401,3,9,14,180,5,122,60,0,1,0
4498,-1.918954,51.544401,4,18,7,356,5,122,60,0,1,0
4499,-1.918954,51.544401,2,22,17,641,5,122,60,0,1,0
4500,-1.249636,53.069189,11,7,18,340,3,608,60,1,1,1
4501,-1.249636,53.069189,1,20,12,649,3,608,60,0,1,1
4502,-1.249636,53.069189,4,13,19,661,3,608,60,0,1,1
4503,-1.249636,53.069189,4,20,23,251,3,608,60,0,1,1
4504,-1.585732,53.809845,8,18,13,204,6,0,30,1,2,6
4505,-1.585732,53.809845,9,12,22,183,6,0,30,0,2,6
4506,-1.585732,53.809845,4,16,13,142,6,0,30,0,2,6
4507,-1.585732,53.809845,9,17,16,116,6,0,30,0,2,6
4508,1.298628,51.122433,12,14,20,533,6,3310,30,1,1,3
4509,1.298628,51.122433,6,9,10,870,6,3310,30,0,1,3
4510,1.298628,51.122433,4,0,18,709,6,3310,30,0,1,3
4511,1.298628,51.122433,11,8,7,41,6,3310,30,0,1,3
4512,-2.17503,52.258558,9,17,16,277,3,38,60,1,1,0
4513,-2.17503,52.258558,6,18,20,393,3,38,60,0,1,0
4514,-2.17503,52.258558,8,13,5,786,3,38,60,0,1,0
4515,-2.17503,52.258558,4,4,21,926,3,38,60,0,1,0
4516,-2.512082,53.751052,7,22,21,70,6,0,30,1,1,0
4517,-2.512082,53.751052,6,2,25,586,6,0,30,0,1,0
4518,-2.512082,53.751052,1,20,7,390,6,0,30,0,1,0
4519,-2.512082,53.751052,11,8,16,794,6,0,30,0,1,0
4520,-0.029094,52.984044,2,0,16,350,6,0,30,1,2,0
4521,-0.029094,52.984044,7,13,28,682,6,0,30,0,2,0
4522,-0.029094,52.984044,12,10,5,306,6,0,30,0,2,0
4523,-0.029094,52.984044,6,19,22,911,6,0,30,0,2,0
4524,-1.333381,52.40959,2,8,18,292,6,0,50,1,1,0
4525,-1.333381,52.40959,5,3,17,709,6,0,50,0,1,0
4526,-1.333381,52.40959,10,2,17,757,6,0,50,0,1,0
4527,-1.333381,52.40959,1,11,4,315,6,0,50,0,1,0
4528,-1.257002,52.75667,2,12,18,362,5,7205,60,1,1,0
4529,-1.257002,52.75667,6,16,27,594,5,7205,60,0,1,0
4530,-1.257002,52.75667,3,3,13,409,5,7205,60,0,1,0
4531,-1.257002,52.75667,11,5,27,324,5,7205,60,0,1,0
4532,-2.482517,53.751624,11,20,14,70,3,6078,30,1,5,6
4533,-2.482517,53.751624,12,5,5,366,3,6078,30,0,5,6
4534,-2.482517,53.751624,11,11,8,242,3,6078,30,0,5,6
4535,-2.482517,53.751624,6,15,28,913,3,6078,30,0,5,6
4536,-0.10811,51.52309,11,20,20,3,3,201,20,1,1,6
4537,-0.10811,51.52309,6,12,17,285,3,201,20,0,1,6
4538,-0.10811,51.52309,10,8,11,853,3,201,20,0,1,6
4539,-0.10811,51.52309,10,20,15,524,3,201,20,0,1,6
4540,-2.968109,51.133868,10,17,26,607,1,5,70,1,1,0
4541,-2.968109,51.133868,5,15,11,118,1,5,70,0,1,0
4542,-2.968109,51.133868,12,14,10,425,1,5,70,0,1,0
4543,-2.968109,51.133868,7,14,22,876,1,5,70,0,1,0
4544,-2.263827,57.147389,8,9,26,910,3,944,40,1,1,9
4545,-2.263827,57.147389,3,10,9,483,3,944,40,0,1,9
4546,-2.263827,57.147389,2,16,3,521,3,944,40,0,1,9
4547,-2.263827,57.147389,2,15,18,627,3,944,40,0,1,9
4548,-2.680839,51.004778,3,15,26,610,4,3151,30,1,1,0
4549,-2.680839,51.004778,9,19,21,285,4,3151,30,0,1,0
4550,-2.680839,51.004778,11,6,13,434,4,3151,30,0,1,0
4551,-2.680839,51.004778,10,16,4,906,4,3151,30,0,1,0
4552,-2.425175,53.085103,1,14,13,129,3,532,30,1,2,3
4553,-2.425175,53.085103,12,11,20,269,3,532,30,0,2,3
4554,-2.425175,53.085103,11,18,23,26,3,532,30,0,2,3
4555,-2.425175,53.085103,1,12,5,591,3,532,30,0,2,3
4556,-1.801107,50.742783,8,14,18,641,3,35,30,1,1,8
4557,-1.801107,50.742783,10,2,8,938,3,35,30,0,1,8
4558,-1.801107,50.742783,10,8,22,2,3,35,30,0,1,8
4559,-1.801107,50.742783,9,17,21,620,3,35,30,0,1,8
4560,-0.272025,51.741306,7,16,16,434,3,414,70,1,1,0
4561,-0.272025,51.741306,8,22,14,826,3,414,70,0,1,0
4562,-0.272025,51.741306,6,7,2,597,3,414,70,0,1,0
4563,-0.272025,51.741306,8,8,16,38,3,414,70,0,1,0
4564,-0.105094,51.547141,6,13,22,3,3,1,30,1,1,0
4565,-0.105094,51.547141,8,17,23,743,3,1,30,0,1,0
4566,-0.105094,51.547141,11,11,7,347,3,1,30,0,1,0
4567,-0.105094,51.547141,2,16,20,18,3,1,30,0,1,0
4568,0.480469,51.142482,1,1,17,536,4,2079,60,1,8,0
4569,0.480469,51.142482,5,15,26,804,4,2079,60,0,8,0
4570,0.480469,51.142482,4,6,8,78,4,2079,60,0,8,0
4571,0.480469,51.142482,7,3,14,827,4,2079,60,0,8,0
4572,-2.209986,56.920225,8,11,23,911,3,92,60,1,1,6
4573,-2.209986,56.920225,5,22,10,358,3,92,60,0,1,6
4574,-2.209986,56.920225,8,22,26,840,3,92,60,0,1,6
4575,-2.209986,56.920225,1,15,25,377,3,92,60,0,1,6
4576,-0.306764,52.692304,12,16,17,355,3,1175,60,1,2,3
4577,-0.306764,52.692304,8,23,3,101,3,1175,60,0,2,3
4578,-0.306764,52.692304,7,8,8,483,3,1175,60,0,2,3
4579,-0.306764,52.692304,6,6,14,530,3,1175,60,0,2,3
4580,-4.156752,50.394541,4,7,20,583,6,0,30,1,1,2
4581,-4.156752,50.394541,11,6,27,276,6,0,30,0,1,2
4582,-4.156752,50.394541,8,19,13,645,6,0,30,0,1,2
4583,-4.156752,50.394541,4,10,1,551,6,0,30,0,1,2
4584,-2.297603,55.882909,3,20,28,914,3,1,60,1,1,0
4585,-2.297603,55.882909,12,9,19,756,3,1,60,0,1,0
4586,-2.297603,55.882909,8,0,17,126,3,1,60,0,1,0
4587,-2.297603,55.882909,10,3,22,374,3,1,60,0,1,0
4588,-0.078718,51.416499,3,16,27,19,6,0,30,1,2,3
4589,-0.078718,51.416499,3,4,16,36,6,0,30,0,2,3
4590,-0.078718,51.416499,5,3,21,649,6,0,30,0,2,3
4591,-0.078718,51.416499,5,22,7,908,6,0,30,0,2,3
4592,-0.058545,51.498809,5,19,14,8,3,200,30,1,2,3
4593,-0.058545,51.498809,7,12,21,110,3,200,30,0,2,3
4594,-0.058545,51.498809,3,2,19,321,3,200,30,0,2,3
4595,-0.058545,51.498809,4,10,2,106,3,200,30,0,2,3
4596,-3.198427,51.504145,12,13,15,741,3,470,30,1,2,1
4597,-3.198427,51.504145,4,23,24,188,3,470,30,0,2,1
4598,-3.198427,51.504145,6,18,20,553,3,470,30,0,2,1
4599,-3.198427,51.504145,4,14,17,681,3,470,30,0,2,1
4600,-1.306389,52.903931,4,16,20,324,5,239,30,1,1,3
4601,-1.306389,52.903931,4,18,1,544,5,239,30,0,1,3
4602,-1.306389,52.903931,3,5,11,270,5,239,30,0,1,3
4603,-1.306389,52.903931,1,20,22,789,5,239,30,0,1,3
4604,0.028833,51.526287,11,17,14,17,3,112,30,1,2,8
4605,0.028833,51.526287,11,15,21,471,3,112,30,0,2,8
4606,0.028833,51.526287,9,13,10,159,3,112,30,0,2,8
4607,0.028833,51.526287,5,20,17,67,3,112,30,0,2,8
4608,-0.162762,51.651471,2,8,19,30,6,0,30,1,1,0
4609,-0.162762,51.651471,6,20,5,841,6,0,30,0,1,0
4610,-0.162762,51.651471,1,17,12,730,6,0,30,0,1,0
4611,-0.162762,51.651471,10,22,1,654,6,0,30,0,1,0
4612,0.917305,51.890263,10,14,22,455,6,0,30,1,1,2
4613,0.917305,51.890263,9,8,23,355,6,0,30,0,1,2
4614,0.917305,51.890263,1,12,13,430,6,0,30,0,1,2
4615,0.917305,51.890263,3,8,7,423,6,0,30,0,1,2
4616,-3.031579,51.567172,12,15,23,733,3,48,50,1,1,0
4617,-3.031579,51.567172,6,17,14,270,3,48,50,0,1,0
4618,-3.031579,51.567172,7,9,14,7,3,48,50,0,1,0
4619,-3.031579,51.567172,1,10,6,900,3,48,50,0,1,0
4620,1.10503,52.103431,1,22,27,413,4,1113,50,1,1,0
4621,1.10503,52.103431,3,22,15,531,4,1113,50,0,1,0
4622,1.10503,52.103431,7,23,11,357,4,1113,50,0,1,0
4623,1.10503,52.103431,5,19,4,72,4,1113,50,0,1,0
4624,-2.335279,53.121221,11,17,24,129,1,6,70,1,2,0
4625,-2.335279,53.121221,9,8,24,805,1,6,70,0,2,0
4626,-2.335279,53.121221,7,21,27,189,1,6,70,0,2,0
4627,-2.335279,53.121221,10,1,9,530,1,6,70,0,2,0
4628,-0.483217,52.652599,4,10,15,355,4,1081,30,1,1,0
4629,-0.483217,52.652599,1,3,16,542,4,1081,30,0,1,0
4630,-0.483217,52.652599,11,15,2,848,4,1081,30,0,1,0
4631,-0.483217,52.652599,1,2,21,255,4,1081,30,0,1,0
4632,-2.357298,53.542457,7,15,22,100,6,0,30,1,1,0
4633,-2.357298,53.542457,9,8,12,281,6,0,30,0,1,0
4634,-2.357298,53.542457,2,4,21,577,6,0,30,0,1,0
4635,-2.357298,53.542457,7,13,18,831,6,0,30,0,1,0
4636,-3.285471,51.653612,4,17,22,731,4,4255,40,1,1,0
4637,-3.285471,51.653612,7,16,26,719,4,4255,40,0,1,0
4638,-3.285471,51.653612,11,20,19,611,4,4255,40,0,1,0
4639,-3.285471,51.653612,6,13,17,136,4,4255,40,0,1,0
4640,-1.732236,53.018018,2,13,20,329,3,515,30,1,1,0
4641,-1.732236,53.018018,1,17,21,104,3,515,30,0,1,0
4642,-1.732236,53.018018,9,21,8,150,3,515,30,0,1,0
4643,-1.732236,53.018018,10,12,9,146,3,515,30,0,1,0
4644,-2.096697,53.413339,10,17,19,109,4,6104,30,1,1,3
4645,-2.096697,53.413339,10,3,18,358,4,6104,30,0,1,3
4646,-2.096697,53.413339,1,14,22,322,4,6104,30,0,1,3
4647,-2.096697,53.413339,12,23,7,529,4,6104,30,0,1,3
4648,-1.289518,52.890077,12,16,14,324,4,6002,30,1,2,2
4649,-1.289518,52.890077,9,9,1,410,4,6002,30,0,2,2
4650,-1.289518,52.890077,7,14,5,222,4,6002,30,0,2,2
4651,-1.289518,52.890077,11,16,3,362,4,6002,30,0,2,2
4652,-1.480388,52.400941,2,4,16,302,6,0,30,1,1,3
4653,-1.480388,52.400941,11,22,5,550,6,0,30,0,1,3
4654,-1.480388,52.400941,9,22,26,651,6,0,30,0,1,3
4655,-1.480388,52.400941,9,21,17,318,6,0,30,0,1,3
4656,-0.118839,51.374525,11,11,29,20,3,23,30,1,1,6
4657,-0.118839,51.374525,7,11,4,206,3,23,30,0,1,6
4658,-0.118839,51.374525,10,2,22,869,3,23,30,0,1,6
4659,-0.118839,51.374525,4,15,10,424,3,23,30,0,1,6
4660,-2.86308,50.931526,1,14,13,610,6,0,60,1,1,0
4661,-2.86308,50.931526,5,7,3,264,6,0,60,0,1,0
4662,-2.86308,50.931526,7,19,1,248,6,0,60,0,1,0
4663,-2.86308,50.931526,11,14,13,195,6,0,60,0,1,0
4664,-3.056288,55.857342,6,16,21,929,6,0,30,1,1,0
